TU_ID	Gene_name	Start	End	Strand	Expression_E	Description
596	trpLEDCBA	1319219	1325943	-	0,47011067	trpLEDCBA
595	trpCBA	1319252	1322779	-	0,842484994	trpCBA
597	trpL	1325811	1325943	-	0,089784531	trpL
598	yciVOQ	1326024	1329476	+	2,157682126	yciVOQ
599	sohB	1332137	1333216	+	15,16743899	sohB
601	topA	1333719	1336480	+	53,76494024	topA
606	cysB	1336624	1337709	+	5,791520352	cysB
607	ymiA-yciX	1337926	1338293	+	1,95435405	ymiA-yciX
608	acnA	1338260	1341341	+	6,984420643	acnA
611	ribA	1341348	1342025	-	21,10881339	ribA
613	pgpB	1342145	1342929	+	1,176125786	pgpB
615	lapAB-pyrF-yciH	1342971	1345819	+	2,330442258	lapAB-pyrF-yciH
614	lapAB	1343022	1344562	+	7,080952381	lapAB
617	pyrF-yciH	1344706	1345819	+	2,324433788	pyrF-yciH
618	osmB	1345946	1346204	-	2,103359173	osmB
620	yciT	1346433	1347345	-	3,919724109	yciT
621	yciZT	1346433	1347473	-	3,550617191	yciZT
622	pdeR	1347593	1349678	-	1,168428231	pdeR
623	rnb	1349778	1351779	-	21,55388972	rnb
625	yciW	1351816	1352967	-	0,332638795	yciW
626	fabI	1353087	1353953	-	79,24249423	fabI
628	puuP	1360638	1362208	-	0,202679465	puuP
629	puuAP	1360638	1363803	-	0,194272141	puuAP
630	puuDRCBE	1363888	1369650	+	0,318508127	puuDRCBE
631	puuCBE	1365564	1369650	+	0,063010652	puuCBE
632	pspF	1369654	1370764	-	2,177777778	pspF
634	pspABCDE	1370874	1372838	+	3,006932077	pspABCDE
2153	pspBCDE	1371637	1372838	+	2,591881556	pspBCDE
2118	pspE	1372525	1372838	+	7,225386009	pspE
636	ycjXF-tyrR	1386905	1391096	+	1,804001243	ycjXF-tyrR
637	tyrR	1389528	1391136	+	4,061894423	tyrR
638	tpx	1391141	1391679	-	57,21311581	tpx
639	ycjG	1391710	1392730	+	2,174739507	ycjG
641	ycjY-ymjDC-mpaA	1392706	1394907	-	0,720555175	ycjY-ymjDC-mpaA
640	ycjY	1393769	1394907	-	0,213634999	ycjY
642	ynaI	1397727	1398808	-	0,762327677	ynaI
643	uspE	1400508	1401494	-	12,01216078	uspE
644	fnr	1401610	1402387	-	19,52101749	fnr
645	ogt	1402557	1403119	-	0,872369235	ogt
646	mcaS	1408495	1408586	-	0,384660447	mcaS
647	zntB	1410860	1411868	+	1,946305898	zntB
648	fnrS	1411965	1412084	+	0,603135229	fnrS
649	ralA	1416392	1416559	+	0,069146276	ralA
650	uspF	1438021	1438476	-	6,902342481	uspF
651	ompN	1438596	1439848	-	0,082911954	ompN
654	ydbK-ompN	1438596	1443666	-	5,561604208	ydbK-ompN
652	micC	1439957	1440064	+	0,053604223	micC
653	ydbK	1440096	1443666	-	2,862126745	ydbK
656	ydbJ	1443865	1444159	+	5,13962192	ydbJ
657	hslJ	1444157	1444615	-	3,413841319	hslJ
658	ldhA	1444690	1445750	-	2,641344602	ldhA
659	feaR	1449214	1450229	-	1,593760263	feaR
662	feaB	1450206	1451898	+	1,15070922	feaB
665	tynA	1451912	1454244	-	0,096614057	tynA
666	paaZ	1454433	1456505	-	0,040202421	paaZ
667	paaABCDEFGHIJK	1456701	1466273	+	0,308688832	paaABCDEFGHIJK
668	paaXY	1466345	1467896	+	1,277658029	paaXY
669	ydbD	1477902	1480285	+	0,058075741	ydbD
670	ynbABCD	1480433	1485036	+	0,081454749	ynbABCD
671	azoR	1485091	1485739	-	1,705579579	azoR
672	aldA	1491026	1492506	+	66,0274635	aldA
673	rydC	1494279	1494341	-	12,75520312	rydC
674	sokB	1494955	1495009	+	1,700682934	sokB
675	trg	1495275	1496945	+	0,566618738	trg
676	ydcI	1496984	1497969	-	5,806057021	ydcI
677	rimL	1501579	1502312	+	1,536586666	rimL
678	tehAB	1503372	1504990	+	1,893794678	tehAB
679	sutR	1508986	1509543	+	0,915509747	sutR
680	hicAB	1512057	1512759	+	0,767808319	hicAB
681	ydcR	1512814	1514244	+	1,248659046	ydcR
682	ydcSTUV-patD	1514435	1519837	+	0,193410414	ydcSTUV-patD
683	yncE	1526063	1527203	+	4,374055133	yncE
684	ansP	1527317	1528855	-	1,976159515	ansP
686	yncG	1529064	1529699	+	0,113674034	yncG
687	narWV	1538773	1541522	-	0,045508634	narWV
688	narU	1545508	1546959	-	0,068917988	narU
690	yddG	1549124	1550040	-	0,672906983	yddG
691	fdnGHI	1550208	1554826	+	0,605539092	fdnGHI
692	sra	1558662	1558881	-	5,306886879	sra
693	bdm-sra	1558662	1559175	-	2,277324272	bdm-sra
694	osmC	1559442	1559891	+	7,773570898	osmC
696	ddpXABCDF	1559948	1566036	-	0,335523434	ddpXABCDF
699	gadBC	1571740	1574907	-	0,446554648	gadBC
700	ydeNM	1582469	1585389	-	0,278008539	ydeNM
701	safA-ydeO	1585762	1586863	-	0,005790042	safA-ydeO
2160	ydeO	1585762	1586522	-	0,008381124	ydeO
702	ydeP	1587043	1589499	-	0,153196537	ydeP
2110	ydeQ	1589656	1590569	-	0,032305692	ydeQ
703	hipBA	1593690	1595317	-	1,041661477	hipBA
704	lsrRK	1601453	1604092	-	0,661383004	lsrRK
705	lsrACDBFG-tam	1604296	1610939	+	0,146054018	lsrACDBFG-tam
706	tam	1610057	1610939	+	0,566666622	tam
707	uxaB	1612065	1613555	-	0,547375221	uxaB
708	ydeA	1619791	1621053	+	0,267670056	ydeA
709	marC	1621079	1621776	-	1,14437336	marC
710	marRAB	1621929	1623042	+	3,469548244	marRAB
711	mgtS	1625424	1625634	+	23,25267344	mgtS
712	mgrR	1625653	1625749	-	2,345216419	mgrR
713	dgcZ	1625796	1626714	-	0,703358879	dgcZ
714	ydeI	1626941	1627394	-	0,389662329	ydeI
715	ydeJ	1627524	1628126	+	0,202631017	ydeJ
716	ydfG	1630327	1631098	+	6,199268102	ydfG
717	ydfH	1631162	1631873	+	4,085789581	ydfH
718	ydfK	1635559	1636140	+	0,721007882	ydfK
719	nohA-ydfN-tfaQ	1637146	1639438	-	0,069754499	nohA-ydfN-tfaQ
720	gnsB	1640445	1640681	-	4,715391709	gnsB
721	cspI	1641291	1641547	-	0,236979167	cspI
723	relBE-hokD	1647870	1648738	-	4,03071271	relBE-hokD
724	flxA	1649224	1649572	+	0,052621554	flxA
725	dicC-ydfXW	1650010	1650711	-	0,197201212	dicC-ydfXW
726	ydfABC	1651274	1651876	+	0,519419105	ydfABC
727	dicB-ydfDE-insD-7-intQ	1652433	1655543	+	0,34533202	dicB-ydfDE-insD-7-intQ
728	ynfB-speG	1658545	1659579	+	8,332588845	ynfB-speG
729	ynfEFGH-dmsD	1660839	1667955	+	0,674359564	ynfEFGH-dmsD
730	mlc-ynfK	1669360	1671426	-	6,175068749	mlc-ynfK
731	mlc	1670180	1671438	-	7,311762013	mlc
732	ynfM	1672508	1673787	+	0,607349336	ynfM
733	asr	1674163	1674555	+	0,1981739	asr
734	mdtJI	1675656	1676614	-	0,910013126	mdtJI
735	tqsA	1676726	1677782	+	0,387949713	tqsA
736	pntAB	1677808	1680810	-	13,54786583	pntAB
737	rstAB	1684974	1687018	+	4,629027566	rstAB
738	fumC	1688021	1689489	-	4,93982743	fumC
741	fumAC	1688021	1691275	-	3,752960206	fumAC
740	fumA	1689541	1691275	-	5,514983174	fumA
742	manA	1691387	1692586	+	6,824455785	manA
743	ydgA	1692630	1694195	+	12,7864861	ydgA
744	uidABC	1694422	1698987	-	0,509736484	uidABC
745	uidR	1699298	1699910	-	6,32453988	uidR
746	hdhA	1700109	1700957	-	3,951632169	hdhA
747	malI	1700972	1702063	-	0,948615062	malI
748	malXY	1702149	1704964	+	0,902830585	malXY
749	add	1705038	1706069	+	10,27842421	add
750	blr	1707348	1707511	+	0,403593611	blr
751	ydgK-rsxABCDGE-nth	1708043	1714993	+	2,266369215	ydgK-rsxABCDGE-nth
752	rsxABCDGE-nth	1708591	1714993	+	2,186031481	rsxABCDGE-nth
753	dtpA	1715507	1717106	+	15,71389608	dtpA
754	gstA	1717163	1717817	+	2,916911809	gstA
755	tyrS-pdxY	1717862	1720118	-	27,3891844	tyrS-pdxY
757	pdxH-tyrS-pdxY	1717862	1720869	-	8,72173504	pdxH-tyrS-pdxY
2114	pdxY	1717862	1718724	-	5,120401218	pdxY
758	slyB	1722613	1723178	+	203,4153392	slyB
760	ydhIJK	1723834	1726968	+	0,569977943	ydhIJK
761	sodC	1726970	1727514	-	1,750669251	sodC
762	nemRA	1728857	1730591	+	1,46201716	nemRA
763	nemRA-gloA	1728857	1731079	+	4,072534341	nemRA-gloA
764	gloA	1730637	1731079	+	14,68300582	gloA
765	lhr	1731189	1736575	+	0,344209044	lhr
766	grxD	1736590	1736997	-	23,30256222	grxD
767	mepH	1737193	1738085	+	2,05252673	mepH
768	sodB	1738159	1738949	+	39,86337473	sodB
769	purR	1740525	1741704	+	4,856133644	purR
770	cfa	1744037	1745396	+	9,372332597	cfa
772	ydhQ	1747707	1749037	-	5,839036513	ydhQ
773	valVW	1749251	1749427	+	0,271618569	valVW
774	ydhYVWXUT	1751583	1757477	-	0,088885709	ydhYVWXUT
775	pykF	1758499	1759945	+	83,64868603	pykF
779	lpp	1760219	1760492	+	369,7277167	lpp
781	sufABCDSE	1761710	1767253	-	1,66540327	sufABCDSE
782	rprA	1773208	1773311	+	0,0000000000000	rprA
783	ydiP	1781226	1782163	-	0,368604273	ydiP
784	ppsA	1787570	1789996	-	3,015897426	ppsA
785	aroH	1791154	1792345	+	4,827595858	aroH
787	ydiU	1792644	1794089	-	4,589413952	ydiU
788	ydiV	1794143	1794922	-	0,676860102	ydiV
789	ihfA	1798052	1798556	-	43,79134534	ihfA
790	pheMST-ihfA	1798052	1802136	-	24,69646769	pheMST-ihfA
798	thrS-infC-rpmI-rplT-pheMST-ihfA	1798089	1805568	-	81,30285641	thrS-infC-rpmI-rplT-pheMST-ihfA
791	pheM	1801997	1802136	-	0,601505957	pheM
793	rplT-pheM	1801997	1802598	-	191,1041232	rplT-pheM
792	rplT	1802199	1802598	-	287,1595361	rplT
794	rpmI-rplT	1802199	1803262	-	338,2661804	rpmI-rplT
795	infC-rpmI-rplT	1802199	1803653	-	296,2305684	infC-rpmI-rplT
796	infC	1802932	1804181	-	127,0391767	infC
797	thrS-infC	1802932	1805568	-	83,19299594	thrS-infC
799	pfkB	1809187	1810134	+	3,971488912	pfkB
801	yniB	1811533	1812098	-	2,61038489	yniB
802	hxpB	1812162	1812883	+	3,212849498	hxpB
803	ydjM	1813006	1813636	+	0,717136916	ydjM
804	tcyP	1813718	1815160	+	0,48230919	tcyP
805	cedA	1816257	1816577	-	1,646510859	cedA
806	katE	1816650	1819117	+	0,443569958	katE
807	chbBCARFG	1819222	1824561	-	0,636504867	chbBCARFG
808	osmE	1824701	1825118	-	8,185909434	osmE
809	nadE	1825138	1826120	+	10,21973966	nadE
810	cho	1826328	1827237	+	0,629154725	cho
811	ves	1827198	1827819	-	0,058570917	ves
812	spy	1827893	1828523	-	1,717121773	spy
813	astCADBE	1828791	1834879	-	0,30130311	astCADBE
816	xthA	1835235	1836069	+	4,137984643	xthA
817	ynjE	1842276	1843609	+	0,57693634	ynjE
818	ynjF	1843619	1844267	-	0,328104509	ynjF
819	ynjH	1844699	1845023	-	0,804526749	ynjH
821	gdhA	1845144	1846549	+	2,643020711	gdhA
822	ynjI	1846667	1847735	-	0,331813002	ynjI
825	ydjA-selD-topB	1847768	1851535	-	6,359369835	ydjA-selD-topB
823	selD-topB	1847773	1850864	-	14,46813329	selD-topB
828	msrB	1864852	1865299	-	16,94148321	msrB
831	gapA-yeaD	1865454	1867569	+	139,7405776	gapA-yeaD
826	gapA	1865571	1866601	+	767,4530744	gapA
833	yeaE	1867618	1868559	-	4,286639554	yeaE
834	mipA	1868562	1869341	-	34,22785084	mipA
835	yeaGH	1869651	1873073	+	2,133255406	yeaGH
837	yeaL	1877159	1877633	+	0,563339726	yeaL
838	nimR	1877591	1878435	-	0,531805323	nimR
839	nimT	1878493	1879689	+	0,410986356	nimT
840	dgcP	1880493	1881575	+	2,242648169	dgcP
841	yeaR-yoaG	1882239	1882829	-	0,10478944	yeaR-yoaG
842	leuE	1882957	1883635	-	1,014947671	leuE
843	rnd	1889700	1890896	-	2,817132446	rnd
844	fadD-sroD	1890853	1892642	-	2,116462216	fadD-sroD
845	yeaY	1892787	1893396	-	3,604101924	yeaY
2106	tsaB-yeaY	1892787	1894102	-	3,936007068	tsaB-yeaY
846	yoaC	1896802	1897267	+	1,656617989	yoaC
847	sdaA	1899645	1901166	+	1,860828763	sdaA
848	yoaE	1902865	1904607	-	1,609725911	yoaE
849	manXYZ	1904769	1907581	+	46,6688004	manXYZ
850	mntP	1908295	1909089	+	1,485774854	mntP
851	yobF-cspC	1910062	1910452	-	286,1564103	yobF-cspC
853	mgrB	1911459	1911627	-	8,607987202	mgrB
854	htpX	1914488	1915453	-	8,242544184	htpX
857	pphA	1925149	1926220	-	0,808662971	pphA
855	ryeA	1925902	1926149	+	1,978400376	ryeA
856	sdsR	1925940	1926042	-	4,050701928	sdsR
858	ptrB	1929615	1931700	-	0,934731891	ptrB
859	yebE	1931884	1932567	-	2,367132709	yebE
860	yebG	1933293	1933600	-	9,472435591	yebG
861	eda	1934921	1935944	-	31,81524927	eda
864	edd-eda	1934921	1937548	-	5,600318344	edd-eda
865	zwf	1937675	1939211	-	20,42425085	zwf
866	pykA	1940380	1941926	+	51,38637344	pykA
869	znuA	1944487	1945496	-	5,054103675	znuA
868	znuCB	1945470	1947034	+	0,954631788	znuCB
870	ruvAB	1947055	1948851	-	5,654231626	ruvAB
874	yebB	1948980	1949688	+	0,595574388	yebB
876	ruvC	1949651	1950274	-	10,2799097	ruvC
877	yebC-ruvC	1949651	1951020	-	15,2050413	yebC-ruvC
878	nudB-yebC-ruvC	1949651	1951509	-	13,280766	nudB-yebC-ruvC
879	aspS	1951498	1953452	-	31,81200955	aspS
881	micL	1961277	1961821	-	3,492647059	micL
883	argS	1962837	1964678	+	7,951056812	argS
884	yecT	1964771	1965295	+	0,116527837	yecT
885	flhBAE	1965416	1969051	-	0,115829805	flhBAE
886	tar-tap-cheRBYZ	1969229	1975551	-	0,069318286	tar-tap-cheRBYZ
887	motAB-cheAW	1975672	1980137	-	0,165115887	motAB-cheAW
888	flhDC	1980102	1981230	-	24,42937352	flhDC
891	otsA	1983355	1984909	-	0,779648455	otsA
892	otsBA	1983355	1985700	-	2,084292822	otsBA
894	araFGH	1985813	1989496	-	0,489365553	araFGH
896	ftnB	1990058	1990686	+	8,669320594	ftnB
898	azuC	1991132	1991259	-	0,137219257	azuC
899	yecR	1991459	1991803	+	0,244124085	yecR
900	ftnA	1991941	1992471	+	9,694282042	ftnA
901	tyrP	1992904	1994150	+	1,75682183	tyrP
903	glyW-cysT-leuZ-3'ETS	1995007	1995438	-	7,585631488	glyW-cysT-leuZ-3'ETS
2113	pgsA	1995528	1996075	-	4,735778672	pgsA
904	uvrC	1996133	1998137	-	6,208624907	uvrC
905	uvrYC	1996133	1998664	-	6,252663984	uvrYC
906	yecF	1998976	1999300	+	3,671128038	yecF
907	sdiA	1999369	2000115	-	11,71403038	sdiA
909	sdsN	2000165	2000315	+	0,724444444	sdsN
915	dcyD-tcyLN	2000321	2002766	-	0,603843499	dcyD-tcyLN
916	tcyJ	2002800	2003668	-	4,689087015	tcyJ
917	fliAZ-tcyJ	2002800	2005066	-	6,364666078	fliAZ-tcyJ
919	fliC	2005369	2006934	-	0,661228845	fliC
920	fliDST	2007131	2009336	+	0,628420257	fliDST
921	amyA	2009374	2010932	+	0,841080349	amyA
922	fliE	2015959	2016294	-	0,7960199	fliE
924	fliFGHIJK	2016405	2022771	+	0,659754948	fliFGHIJK
926	fliLMNOPQR	2022843	2026936	+	1,722941608	fliLMNOPQR
928	rcsA	2027095	2027849	+	0,192119663	rcsA
929	dsrA	2028486	2028571	-	0,408911169	dsrA
930	rseX	2036908	2036989	+	0,0000000000000	rseX
931	hchA	2039039	2039944	+	3,044935543	hchA
933	yedX	2042099	2042627	+	0,483194596	yedX
934	zinT	2044605	2045283	+	0,435155949	zinT
935	serU	2046727	2046820	-	2,293436017	serU
936	asnT	2047800	2047882	+	0,797188084	asnT
942	asnV	2047800	2047882	+	0,797188084	asnV
937	shiA	2056825	2058217	+	1,668730244	shiA
938	amn	2058290	2059773	+	8,087990292	amn
939	asnU	2063104	2063184	+	0,447102252	asnU
940	cbl	2063223	2064199	-	0,380570184	cbl
941	nac	2064275	2065236	-	0,137970853	nac
943	cobUST	2066647	2069132	-	5,124614353	cobUST
945	isrC-flu	2074576	2077916	+	2,154624254	isrC-flu
946	flu	2074762	2077916	+	6,301838935	flu
948	sbmC	2084048	2084583	-	4,967601246	sbmC
950	sbcB	2085987	2087441	+	3,33720375	sbcB
951	yeeED	2087485	2088810	-	0,420118037	yeeED
952	yefM-yoeB	2092470	2092991	-	8,116860096	yefM-yoeB
953	hisLGDCBHAFI	2093224	2100483	+	0,909071139	hisLGDCBHAFI
954	hisL	2093224	2093398	+	6,836557265	hisL
955	hisBHAFI	2096619	2100483	+	0,975311857	hisBHAFI
956	gnd	2103121	2104582	-	53,50162838	gnd
2136	rfbACX	2111596	2114277	-	8,587537559	rfbACX
957	galF	2116693	2117609	-	22,26973115	galF
959	wza-wzb-wzc-wcaAB	2135326	2140841	-	0,027842117	wza-wzb-wzc-wcaAB
958	wza-wzb-wzc	2136749	2140451	-	0,019602729	wza-wzb-wzc
960	yegH	2141122	2142743	+	1,086869129	yegH
2098	dcd	2144893	2145473	-	5,90075028	dcd
961	alkA	2149951	2150817	-	0,187494931	alkA
962	sibA	2156570	2156712	+	0,652374901	sibA
963	sibB	2156905	2157039	+	0,317992289	sibB
964	mdtABCD-baeSR	2157238	2168256	+	0,290706675	mdtABCD-baeSR
965	cyaR	2170373	2170458	+	3,082473061	cyaR
966	yegRZ	2170861	2171607	-	0,032202809	yegRZ
2089	gatR_2	2174654	2174991	-	4,07876024	gatR_2
967	gatZABCD	2175092	2178103	-	18,52099708	gatZABCD
968	gatYZABCD	2175092	2178103	-	18,52099708	gatYZABCD
969	fbaB	2181968	2183122	-	0,901212203	fbaB
970	yegTUV	2183237	2186516	+	0,425244428	yegTUV
2117	yegW	2186491	2187236	-	1,189424015	yegW
971	thiMD	2188172	2189906	-	0,773685092	thiMD
973	rcnR	2189980	2190358	-	1,433909234	rcnR
972	rcnAB	2190283	2191753	+	2,024176776	rcnAB
975	mrp	2197449	2198658	-	16,485914	mrp
974	metG	2198214	2200821	+	24,09973149	metG
977	molR_1	2200901	2201753	+	0,085860386	molR_1
2159	yehR	2215681	2216141	+	0,221946041	yehR
2100	yehS	2216182	2216651	-	6,71558773	yehS
978	mlrA	2219296	2220052	+	0,27936553	mlrA
979	osmF-yehYXW	2220201	2223978	-	0,800811932	osmF-yehYXW
980	bglX	2224116	2226575	-	1,733480992	bglX
981	dusC	2233894	2234850	-	0,665790936	dusC
982	yohJK	2234965	2236169	+	0,567017803	yohJK
983	cdd	2236275	2237183	+	17,37956722	cdd
984	preTA	2238445	2240955	+	0,723909087	preTA
985	mglAC	2241199	2243846	-	5,449525013	mglAC
986	mglBAC	2241199	2245021	-	9,689799943	mglBAC
987	galS	2245084	2246165	-	0,864142172	galS
988	folE-yeiB	2246266	2248303	-	2,914538729	folE-yeiB
989	cirA	2249234	2251384	-	4,979379845	cirA
991	lysP	2251519	2253015	-	3,357120639	lysP
992	nfo	2255262	2256152	+	3,612097143	nfo
993	rihB	2258701	2259707	-	0,012303552	rihB
994	yeiL	2259746	2260469	+	0,07750688	yeiL
995	fruBKA	2264175	2268052	-	2,045151636	fruBKA
996	yeiW	2269497	2269785	-	0,790822572	yeiW
997	yeiP	2269873	2270477	+	11,67768132	yeiP
998	mepS	2274376	2275000	+	101,9561966	mepS
1000	yejG	2282349	2282852	-	42,33134526	yejG
1002	radD	2285078	2286847	+	0,449526868	radD
1003	rplY	2286896	2287291	+	42,58490733	rplY
1004	proL	2290663	2290742	+	0,594758048	proL
1005	yejO	2290846	2293631	-	1,045081085	yejO
1006	narP	2294878	2295602	+	3,720741305	narP
1007	napFDAGHBC-ccmABCDEFGH	2295814	2308029	-	0,727411652	napFDAGHBC-ccmABCDEFGH
2085	ccmABCDEFGH	2295814	2302099	-	0,264446721	ccmABCDEFGH
1009	napFDAGHBC	2302113	2308150	-	0,274130462	napFDAGHBC
1010	yojI	2311428	2313096	-	1,628484055	yojI
1011	alkB	2313147	2313900	-	0,259943656	alkB
1012	ada-alkB	2313147	2314882	-	0,49325609	ada-alkB
1013	ompC	2316066	2317285	-	1349,018868	ompC
1016	micF	2317540	2317631	+	0,906389571	micF
1017	rcsDB	2317908	2321282	+	8,159290698	rcsDB
1018	rcsB	2320151	2321282	+	49,90480401	rcsB
1020	atoDAEB	2329204	2333084	+	0,042209727	atoDAEB
1021	gyrA	2342585	2345248	-	24,85020556	gyrA
1022	ubiG	2345331	2346080	+	2,150162434	ubiG
1023	nrdAB-yfaE	2350547	2354559	+	5,444753852	nrdAB-yfaE
1024	inaA	2354614	2355290	-	3,655055948	inaA
1025	glpTQ	2355727	2358242	-	25,78608184	glpTQ
1026	glpABC	2358375	2362543	+	4,807863663	glpABC
1027	yfaY	2368223	2369446	-	1,466189705	yfaY
2149	menDHBCE	2379440	2385050	-	1,286665724	menDHBCE
1028	elaB	2386514	2386844	-	8,370068555	elaB
1029	nuoABCEFGHIJKLMN	2395797	2411126	-	52,38856633	nuoABCEFGHIJKLMN
2143	nuoMN	2395797	2398832	-	8,820320965	nuoMN
1031	lrhA	2411495	2412447	-	0,805591063	lrhA
1032	alaA	2413976	2415345	+	4,34310507	alaA
1033	yfbR	2415399	2416028	+	1,585263489	yfbR
1034	yfbU-hxpA	2418007	2419161	-	9,290552971	yfbU-hxpA
1035	ackA	2420027	2421239	+	41,75416682	ackA
2102	yfcD	2425202	2425743	-	5,65566664	yfcD
2111	yfcE	2425802	2426355	-	3,985427538	yfcE
2104	folX-yfcH	2427893	2429168	+	8,578221673	folX-yfcH
1036	hisJQMP	2430304	2433404	-	1,470738378	hisJQMP
1037	argT-hisJQMP	2430304	2434416	-	1,604337494	argT-hisJQMP
1038	cvpA-purF-ubiX	2434598	2437337	-	3,192284289	cvpA-purF-ubiX
2133	ubiX	2434598	2435193	-	1,453943606	ubiX
1040	accD	2439580	2440582	-	23,24288197	accD
1041	usg-truA-dedA	2440650	2443457	-	3,808212442	usg-truA-dedA
1042	pdxB-usg-truA-dedA	2440650	2444451	-	3,70711332	pdxB-usg-truA-dedA
1043	flk	2444480	2445512	+	2,068224528	flk
1044	fabB	2446851	2448208	-	12,20567954	fabB
1045	sixA	2462895	2463566	-	3,988888865	sixA
1046	fadIJ	2463583	2467078	-	1,671761054	fadIJ
1047	yfcZ	2467218	2467546	-	8,223427531	yfcZ
1048	fadL	2467773	2469213	+	12,10997011	fadL
1049	mlaA	2470820	2471702	-	7,353929279	mlaA
1050	argW	2472876	2472950	+	0,079152153	argW
1051	intS	2473083	2474269	+	1,341581119	intS
1052	dsdC	2483262	2484313	-	0,76284582	dsdC
1053	dsdXA	2484389	2487097	+	7,635642022	dsdXA
1054	dsdA	2485689	2487097	+	12,24650814	dsdA
1055	emrKY	2487206	2490015	-	0,079639466	emrKY
1056	evgAS	2490209	2494534	+	4,750057803	evgAS
1059	yfdX-frc-oxc-yfdVE	2494591	2501000	-	0,082569801	yfdX-frc-oxc-yfdVE
1058	frc	2498572	2500006	-	0,10860925	frc
1060	lpxP	2502146	2503132	+	5,199281279	lpxP
1061	alaC	2503625	2504966	-	0,593441562	alaC
1062	glk	2514992	2516028	-	25,13063063	glk
1064	mntH	2518036	2519301	-	1,665961623	mntH
1065	nupC	2519577	2520811	+	12,55319437	nupC
1066	alaWX	2524609	2524820	-	1,089466329	alaWX
1067	yfeCD	2524975	2525772	+	3,75615164	yfeCD
1068	gltX	2525776	2527297	-	39,14661407	gltX
1071	valUXY-lysV	2527492	2527895	+	40,65176143	valUXY-lysV
1072	xapR	2527902	2529130	-	1,229098806	xapR
1076	xapAB	2529266	2531477	-	0,101015173	xapAB
1077	ligA-ypeB	2534509	2536768	-	3,408633379	ligA-ypeB
1078	cysK	2538945	2539991	+	22,99713193	cysK
1080	ptsHI-crr	2540169	2542947	+	370,962803	ptsHI-crr
1085	crr	2542048	2542947	+	295,424175	crr
1088	pdxK	2542954	2543886	-	3,036369922	pdxK
1087	yfeKS	2543883	2545050	+	0,835275583	yfeKS
1089	cysPUWAM	2545240	2550124	-	0,37204506	cysPUWAM
1090	ucpA	2550400	2551231	-	58,3726434	ucpA
1094	murR	2551320	2552360	-	0,450920492	murR
1092	murQP	2552301	2554664	+	2,842008746	murQP
1095	yfeYX	2556214	2557810	-	5,445254599	yfeYX
1096	amiA-hemF	2558809	2560691	+	2,000026862	amiA-hemF
1097	hemF	2559773	2560691	+	1,568162596	hemF
1098	talA-tktB	2578348	2581416	+	3,241742721	talA-tktB
1100	talA	2578386	2579393	+	1,656988134	talA
1101	tktB	2579086	2581416	+	1,078007076	tktB
1102	narQ	2585355	2587208	+	0,47551907	narQ
1103	acrD	2587253	2590485	+	0,59880363	acrD
1105	ypfM	2590585	2590747	-	9,956664945	ypfM
2096	yffB-dapE-ypfN	2591025	2592739	+	6,162488922	yffB-dapE-ypfN
1106	dapE-ypfN	2591338	2592739	+	5,492300068	dapE-ypfN
1107	purC	2596683	2597558	-	1,395439455	purC
1108	bamC	2597581	2598791	-	13,5410447	bamC
1109	dapA-bamC	2597581	2599561	-	14,29009026	dapA-bamC
1110	gcvR	2599657	2600255	+	19,83723523	gcvR
1112	bcp	2600215	2600725	+	18,9071306	bcp
1113	hyfABCDEFGHIJR-focB	2600949	2614559	+	0,112171761	hyfABCDEFGHIJR-focB
1114	bepA-yfgD	2615846	2617714	+	16,6095646	bepA-yfgD
2103	hda	2617853	2618553	-	3,638636986	hda
1116	upp-uraA	2618649	2620686	-	7,937974897	upp-uraA
1117	purMN	2620931	2622649	+	1,196481086	purMN
1118	ppk-ppx	2622755	2626433	+	3,170791343	ppk-ppx
1119	pdeF	2626473	2628808	-	0,153786632	pdeF
1120	yfgG	2629031	2629258	+	5,644361118	yfgG
1121	guaBA	2630684	2633884	-	11,29106334	guaBA
1122	xseA	2633975	2635379	+	2,399777205	xseA
1123	bamB-der	2635662	2638752	-	12,03678101	bamB-der
1124	yfgM	2638441	2639179	-	50,73893406	yfgM
1127	hisS	2639079	2640419	-	15,26229557	hisS
1128	yfhM-pbpC	2644791	2652101	-	1,372534428	yfhM-pbpC
1129	mstA	2652169	2653116	+	7,940404582	mstA
1130	hscBA-fdx-iscX	2656284	2659301	-	7,61608355	hscBA-fdx-iscX
1131	iscRSUA	2659341	2661976	-	20,10845487	iscRSUA
1132	csiE	2665179	2666492	+	2,208099546	csiE
1133	hcaR	2667784	2668741	-	2,622270761	hcaR
1134	hcaEFCBD	2668760	2673026	+	0,177048923	hcaEFCBD
1135	glyA	2683853	2685351	-	16,96785853	glyA
1136	hmp	2685575	2686802	+	1,54905167	hmp
1137	glnB	2686848	2687280	-	8,750771605	glnB
1140	glrK	2689449	2690900	-	0,858815693	glrK
1141	glmY	2690935	2691117	-	1,844161411	glmY
1142	purL	2691434	2695366	-	0,284486278	purL
1143	mltF	2695545	2697134	+	0,693547946	mltF
1144	pgpC-tadA	2697132	2698415	-	2,233976087	pgpC-tadA
2107	yfhL	2699441	2699700	+	1,022761635	yfhL
1145	shoB	2699895	2700068	-	1,860645771	shoB
1146	ohsC	2700296	2700373	+	0,080840719	ohsC
1147	pdxJ-acpS	2700396	2701590	-	7,207801769	pdxJ-acpS
